epoch,learning_rate,step,train_crossentropy_loss,train_dice_loss,train_loss,val_crossentropy_loss,val_dice_loss,val_loss
39,9.999999974752427e-07,2479,1.6059439182281494,0.5293746590614319,2.1353182792663574,,,
40,,2541,,,,1.6987390518188477,0.4307275414466858,2.1294665336608887
40,9.999999974752427e-07,2541,1.5808618068695068,0.5127183794975281,2.0935800075531006,,,
41,,2603,,,,1.76189386844635,0.43618088960647583,2.198075294494629
41,9.999999974752427e-07,2603,1.6364330053329468,0.5273958444595337,2.1638288497924805,,,
42,,2665,,,,1.7560229301452637,0.4385535717010498,2.1945760250091553
42,9.999999974752427e-07,2665,1.574952244758606,0.5189699530601501,2.0939218997955322,,,
43,,2727,,,,1.727257490158081,0.4325619637966156,2.1598196029663086
43,9.999999974752427e-07,2727,1.5944554805755615,0.5163276791572571,2.110783576965332,,,
44,,2789,,,,1.7463796138763428,0.43312886357307434,2.179509162902832
44,9.999999974752427e-07,2789,1.5626275539398193,0.5198966264724731,2.082524061203003,,,
45,,2851,,,,1.716355562210083,0.4379168152809143,2.1542723178863525
45,9.999999974752427e-07,2851,1.4908188581466675,0.4952913522720337,1.986109733581543,,,
46,,2913,,,,1.6930371522903442,0.43227776885032654,2.1253156661987305
46,9.999999974752427e-07,2913,1.5666621923446655,0.5285853743553162,2.095247507095337,,,
47,,2975,,,,1.7250182628631592,0.4342532753944397,2.159271001815796
47,9.999999974752427e-07,2975,1.5768438577651978,0.5172739624977112,2.0941178798675537,,,
48,,3037,,,,1.7422528266906738,0.432485967874527,2.1747381687164307
48,9.999999974752427e-07,3037,1.5291482210159302,0.5097100138664246,2.0388588905334473,,,
49,,3099,,,,1.7152013778686523,0.43522268533706665,2.1504242420196533
49,9.999999974752427e-07,3099,1.585797667503357,0.51422518491745,2.100022792816162,,,
