epoch,learning_rate,step,train_loss,val_loss
0,,30,,0.7568831443786621
0,9.999999747378752e-05,30,0.7235098481178284,
1,,61,,0.7660490870475769
1,9.999999747378752e-05,61,0.6514511108398438,
