epoch,learning_rate,step,train_crossentropy_loss,train_dice_loss,train_loss,val_crossentropy_loss,val_dice_loss,val_loss
40,9.999999747378752e-06,1024,1.84201979637146,0.5736157894134521,2.415635585784912,,,
41,,1049,,,,1.8528305292129517,0.48350468277931213,2.3363358974456787
41,9.999999747378752e-06,1049,1.7947089672088623,0.5599403977394104,2.354649543762207,,,
42,,1074,,,,1.8572838306427002,0.4822922945022583,2.3395750522613525
42,9.999999747378752e-06,1074,1.6649272441864014,0.5403244495391846,2.205251693725586,,,
43,,1099,,,,1.9548887014389038,0.4945985972881317,2.4494872093200684
43,9.999999747378752e-06,1099,1.8794922828674316,0.5829370617866516,2.4624297618865967,,,
44,,1124,,,,1.8496146202087402,0.47626784443855286,2.3258817195892334
44,9.999999747378752e-06,1124,1.7708158493041992,0.5639943480491638,2.334810256958008,,,
45,,1149,,,,1.8345398902893066,0.47213014960289,2.306669235229492
45,9.999999747378752e-06,1149,1.6916123628616333,0.5521671175956726,2.2437796592712402,,,
46,,1174,,,,1.8513243198394775,0.48005735874176025,2.3313820362091064
46,9.999999747378752e-06,1174,1.7473901510238647,0.5514014959335327,2.2987914085388184,,,
47,,1199,,,,1.8213036060333252,0.4836185872554779,2.3049230575561523
47,9.999999747378752e-06,1199,1.8246878385543823,0.5726717710494995,2.3973593711853027,,,
48,,1224,,,,1.79618501663208,0.4744682013988495,2.2706544399261475
48,9.999999747378752e-06,1224,1.7087371349334717,0.5601492524147034,2.2688863277435303,,,
49,,1249,,,,1.8091164827346802,0.47509998083114624,2.284215211868286
49,9.999999747378752e-06,1249,1.6705397367477417,0.5475179553031921,2.21805739402771,,,
50,,1274,,,,1.8510589599609375,0.47338104248046875,2.3244402408599854
50,9.999999747378752e-06,1274,1.7821550369262695,0.5926140546798706,2.3747687339782715,,,
51,,1299,,,,1.8677666187286377,0.47612327337265015,2.3438892364501953
51,9.999999747378752e-06,1299,1.7349083423614502,0.5687519907951355,2.3036599159240723,,,
52,,1324,,,,1.8030709028244019,0.47548621892929077,2.278557062149048
52,9.999999747378752e-06,1324,1.6892104148864746,0.5518041849136353,2.2410147190093994,,,
53,,1349,,,,1.8823705911636353,0.47647956013679504,2.358849287033081
53,9.999999747378752e-06,1349,1.8153630495071411,0.5849140882492065,2.4002771377563477,,,
54,,1374,,,,1.7784408330917358,0.47012731432914734,2.248567581176758
54,9.999999747378752e-06,1374,1.714057445526123,0.5526006817817688,2.266658067703247,,,
55,,1399,,,,1.7544187307357788,0.46763673424720764,2.222055196762085
55,9.999999747378752e-06,1399,1.7415242195129395,0.5673229694366455,2.308846950531006,,,
56,,1424,,,,1.9355130195617676,0.48864492774009705,2.4241578578948975
56,9.999999747378752e-06,1424,1.7192455530166626,0.5528470277786255,2.272092580795288,,,
57,,1449,,,,1.8584942817687988,0.4759657084941864,2.3344602584838867
57,9.999999747378752e-06,1449,1.6733165979385376,0.5340512990951538,2.2073678970336914,,,
58,,1474,,,,1.7819325923919678,0.47341081500053406,2.255343198776245
58,9.999999747378752e-06,1474,1.7343697547912598,0.5556619763374329,2.290031671524048,,,
59,,1499,,,,1.8218324184417725,0.4753832519054413,2.297215700149536
59,9.999999747378752e-06,1499,1.7083325386047363,0.5372782945632935,2.245610475540161,,,
60,,1524,,,,1.843669056892395,0.4796272814273834,2.323296546936035
60,9.999999747378752e-06,1524,1.6785930395126343,0.5529696941375732,2.231562852859497,,,
61,,1549,,,,1.876146674156189,0.4807681441307068,2.3569133281707764
61,9.999999747378752e-06,1549,1.765845537185669,0.5714554786682129,2.337301254272461,,,
62,,1574,,,,1.8717111349105835,0.4788144826889038,2.350524425506592
62,9.999999747378752e-06,1574,1.7651616334915161,0.5610709190368652,2.3262321949005127,,,
63,,1599,,,,1.91097092628479,0.48225876688957214,2.3932292461395264
63,9.999999747378752e-06,1599,1.761435866355896,0.5446093678474426,2.3060452938079834,,,
64,,1624,,,,1.8026586771011353,0.4715454578399658,2.2742037773132324
64,9.999999747378752e-06,1624,1.6980421543121338,0.5448373556137085,2.2428793907165527,,,
65,,1649,,,,1.7624834775924683,0.4625108540058136,2.22499418258667
65,9.999999974752427e-07,1649,1.678873896598816,0.5308012962341309,2.2096750736236572,,,
66,,1674,,,,1.7813935279846191,0.46610236167907715,2.247495174407959
66,9.999999974752427e-07,1674,1.7299211025238037,0.559222400188446,2.2891435623168945,,,
67,,1699,,,,1.7495887279510498,0.463765025138855,2.2133548259735107
67,9.999999974752427e-07,1699,1.6583030223846436,0.5326343774795532,2.1909379959106445,,,
68,,1724,,,,1.7518224716186523,0.4616917371749878,2.213515281677246
68,9.999999974752427e-07,1724,1.792494297027588,0.5587537288665771,2.351248264312744,,,
69,,1749,,,,1.74582839012146,0.46119290590286255,2.2070209980010986
69,9.999999974752427e-07,1749,1.6904696226119995,0.5596435070037842,2.250113010406494,,,
70,,1774,,,,1.787480354309082,0.4618934988975525,2.2493741512298584
70,9.999999974752427e-07,1774,1.7145516872406006,0.5413671135902405,2.2559192180633545,,,
71,,1799,,,,1.767785668373108,0.46666547656059265,2.234452247619629
71,9.999999974752427e-07,1799,1.6607950925827026,0.5376734137535095,2.1984684467315674,,,
72,,1824,,,,1.8290395736694336,0.46823450922966003,2.297274351119995
72,9.999999974752427e-07,1824,1.7398872375488281,0.5452221035957336,2.285109281539917,,,
73,,1849,,,,1.7563209533691406,0.462618887424469,2.218939781188965
73,9.999999974752427e-07,1849,1.7223817110061646,0.5371688604354858,2.2595505714416504,,,
74,,1874,,,,1.7872660160064697,0.46868661046028137,2.255953311920166
74,9.999999974752427e-07,1874,1.7649284601211548,0.531757116317749,2.296685218811035,,,
75,,1899,,,,1.8118661642074585,0.4652261435985565,2.2770917415618896
75,9.999999974752427e-07,1899,1.770054578781128,0.568376898765564,2.3384315967559814,,,
76,,1924,,,,1.7978578805923462,0.4671623110771179,2.2650182247161865
76,9.999999974752427e-07,1924,1.640394926071167,0.5270674228668213,2.1674623489379883,,,
77,,1949,,,,1.7881011962890625,0.4686630964279175,2.2567646503448486
77,9.999999974752427e-07,1949,1.5673962831497192,0.5173294544219971,2.084725856781006,,,
78,,1974,,,,1.8062934875488281,0.46764910221099854,2.2739429473876953
78,9.999999974752427e-07,1974,1.7218583822250366,0.5608883500099182,2.2827465534210205,,,
79,,1999,,,,1.8367258310317993,0.47422096133232117,2.310948610305786
79,1.0000000116860974e-07,1999,1.6679408550262451,0.55149906873703,2.2194395065307617,,,
80,,2024,,,,1.7774968147277832,0.4637095034122467,2.241205930709839
80,1.0000000116860974e-07,2024,1.674216866493225,0.5307755470275879,2.2049925327301025,,,
81,,2049,,,,1.7726413011550903,0.46494409441947937,2.2375855445861816
81,1.0000000116860974e-07,2049,1.6517256498336792,0.5522147417068481,2.2039403915405273,,,
82,,2074,,,,1.7782793045043945,0.46107128262519836,2.239351272583008
82,1.0000000116860974e-07,2074,1.7533118724822998,0.5526719689369202,2.305983781814575,,,
83,,2099,,,,1.803907036781311,0.46135348081588745,2.2652599811553955
