epoch,learning_rate,step,train_loss,val_loss
0,,999,,0.5907113552093506
0,9.999999747378752e-05,999,0.43353840708732605,
1,,1999,,0.6213703155517578
1,9.999999747378752e-05,1999,0.3396356999874115,
2,,2999,,0.8720299005508423
2,9.999999747378752e-05,2999,0.2906046509742737,
3,,3999,,0.7924858927726746
3,9.999999747378752e-05,3999,0.28645411133766174,
4,,4999,,0.7546359896659851
