epoch,learning_rate,step,test_crossentropy_loss,test_dice_loss,test_loss,train_crossentropy_loss,train_dice_loss,train_loss,val_crossentropy_loss,val_dice_loss,val_loss
63,,3967,,,,,,,1.7616816759109497,0.43052923679351807,2.192211151123047
63,1.0000000116860974e-07,3967,,,,1.551996111869812,0.5142320394515991,2.0662286281585693,,,
64,,4029,,,,,,,1.7926445007324219,0.4390643239021301,2.2317087650299072
64,1.0000000116860974e-07,4029,,,,1.5425814390182495,0.5014421343803406,2.0440239906311035,,,
65,,4091,,,,,,,1.7118595838546753,0.4332215487957001,2.145080089569092
65,1.0000000116860974e-07,4091,,,,1.515785813331604,0.5131939649581909,2.0289804935455322,,,
66,,4153,,,,,,,1.715504765510559,0.43461304903030396,2.1501173973083496
66,1.0000000116860974e-07,4153,,,,1.5585682392120361,0.5096291303634644,2.06819748878479,,,
67,,4215,,,,,,,1.7431974411010742,0.43449631333351135,2.1776933670043945
67,1.0000000116860974e-07,4215,,,,1.5260543823242188,0.5100653171539307,2.0361194610595703,,,
68,,4277,,,,,,,1.7093586921691895,0.4343823194503784,2.1437416076660156
68,9.99999993922529e-09,4277,,,,1.5805679559707642,0.5157124996185303,2.096280813217163,,,
69,,4339,,,,,,,1.7732638120651245,0.4350067675113678,2.2082715034484863
69,9.99999993922529e-09,4339,,,,1.6050888299942017,0.5220443606376648,2.127133369445801,,,
70,,4401,,,,,,,1.75529944896698,0.4362284243106842,2.1915276050567627
70,9.99999993922529e-09,4401,,,,1.5418329238891602,0.5216768383979797,2.063509702682495,,,
71,,4463,,,,,,,1.7154195308685303,0.4313809275627136,2.1467995643615723
71,9.99999993922529e-09,4463,,,,1.5312899351119995,0.5220163464546204,2.0533063411712646,,,
72,,4525,,,,,,,1.704809546470642,0.4299168884754181,2.134726047515869
72,9.99999993922529e-09,4525,,,,1.5317187309265137,0.516014575958252,2.0477330684661865,,,
73,,4587,,,,,,,1.720083236694336,0.430540531873703,2.1506237983703613
73,9.99999993922529e-09,4587,,,,1.5151437520980835,0.5120698809623718,2.0272130966186523,,,
74,,4649,,,,,,,1.7018775939941406,0.4339577853679657,2.135835886001587
74,9.99999993922529e-09,4649,,,,1.536868929862976,0.5060105919837952,2.042879104614258,,,
75,,4711,,,,,,,1.7138510942459106,0.4331759512424469,2.1470274925231934
75,9.99999993922529e-09,4711,,,,1.5414164066314697,0.510307252407074,2.0517239570617676,,,
76,,4773,,,,,,,1.706315279006958,0.4350687563419342,2.141385078430176
76,9.99999993922529e-09,4773,,,,1.5690977573394775,0.5133917927742004,2.082489013671875,,,
77,,4835,,,,,,,1.7410888671875,0.43644633889198303,2.1775357723236084
77,9.99999993922529e-09,4835,,,,1.521346926689148,0.5113477110862732,2.0326943397521973,,,
78,,4897,,,,,,,1.7456278800964355,0.43857142329216003,2.184199571609497
78,9.99999993922529e-09,4897,,,,1.5254911184310913,0.5193099975585938,2.0448007583618164,,,
79,,4959,,,,,,,1.7045409679412842,0.43031439185142517,2.134855270385742
79,9.99999993922529e-09,4959,,,,1.5616031885147095,0.5130948424339294,2.074697732925415,,,
80,,5021,,,,,,,1.7541195154190063,0.439109206199646,2.1932289600372314
80,9.99999993922529e-09,5021,,,,1.5592031478881836,0.5204075574874878,2.0796103477478027,,,
81,,5083,,,,,,,1.7656302452087402,0.43375611305236816,2.199385404586792
81,9.99999993922529e-09,5083,,,,1.5066277980804443,0.5186953544616699,2.0253233909606934,,,
82,,5145,,,,,,,1.7448241710662842,0.4336247146129608,2.178447723388672
82,9.99999993922529e-09,5145,,,,1.551101565361023,0.5203235745429993,2.071424961090088,,,
83,,5207,,,,,,,1.772111177444458,0.43677663803100586,2.2088868618011475
83,9.99999993922529e-09,5207,,,,1.5281320810317993,0.5074377655982971,2.035569906234741,,,
84,,5269,,,,,,,1.7332351207733154,0.4354749619960785,2.168710231781006
84,9.99999993922529e-09,5269,,,,1.495589017868042,0.5031445622444153,1.9987335205078125,,,
85,,5331,,,,,,,1.749548077583313,0.4374068081378937,2.186955213546753
85,9.99999993922529e-09,5331,,,,1.5651768445968628,0.5081302523612976,2.0733072757720947,,,
86,,5393,,,,,,,1.8038920164108276,0.44231730699539185,2.246209144592285
86,9.99999993922529e-09,5393,,,,1.5044867992401123,0.5050116181373596,2.0094988346099854,,,
87,,5455,,,,,,,1.7489399909973145,0.4322735667228699,2.18121337890625
87,9.99999993922529e-09,5455,,,,1.5992188453674316,0.5146930813789368,2.113912343978882,,,
88,,5517,,,,,,,1.742319107055664,0.4356997311115265,2.1780200004577637
88,9.99999993922529e-09,5517,,,,1.543609380722046,0.509239137172699,2.0528483390808105,,,
89,,5579,,,,,,,1.7063593864440918,0.4310744106769562,2.1374332904815674
89,9.99999993922529e-09,5579,,,,1.648013710975647,0.5301920175552368,2.1782054901123047,,,
90,,5641,,,,,,,1.765940546989441,0.4427598714828491,2.208700656890869
90,9.99999993922529e-09,5641,,,,1.577945590019226,0.5158318281173706,2.0937774181365967,,,
91,,5703,,,,,,,1.7059664726257324,0.43534621596336365,2.14131236076355
91,9.99999993922529e-09,5703,,,,1.518110752105713,0.5077884197235107,2.0258991718292236,,,
92,,5765,,,,,,,1.6952226161956787,0.4302680492401123,2.1254899501800537
92,9.99999993922529e-09,5765,,,,1.5052622556686401,0.5065685510635376,2.0118305683135986,,,
93,,5827,,,,,,,1.6790753602981567,0.43185073137283325,2.1109254360198975
93,9.99999993922529e-09,5827,,,,1.599938154220581,0.5304046273231506,2.130342960357666,,,
94,,5889,,,,,,,1.7123286724090576,0.4334920644760132,2.1458213329315186
94,9.99999993922529e-09,5889,,,,1.5654795169830322,0.5177246928215027,2.0832037925720215,,,
95,,5951,,,,,,,1.7276395559310913,0.4332992434501648,2.1609396934509277
95,9.99999993922529e-09,5951,,,,1.5849010944366455,0.5208770036697388,2.105778455734253,,,
96,,6013,,,,,,,1.6833432912826538,0.4370834231376648,2.1204261779785156
96,9.99999993922529e-09,6013,,,,1.6118394136428833,0.5271843075752258,2.139024019241333,,,
97,,6075,,,,,,,1.7755262851715088,0.439959317445755,2.2154858112335205
97,9.99999993922529e-09,6075,,,,1.5938236713409424,0.5197917819023132,2.1136159896850586,,,
98,,6137,,,,,,,1.6928932666778564,0.43131983280181885,2.1242127418518066
98,9.99999993922529e-09,6137,,,,1.50951087474823,0.5105845928192139,2.0200955867767334,,,
99,,6199,,,,,,,1.7963751554489136,0.44146600365638733,2.2378411293029785
99,9.99999993922529e-09,6199,,,,1.5919448137283325,0.5161439180374146,2.108088493347168,,,
100,,6261,,,,,,,1.7393430471420288,0.4319073557853699,2.171250104904175
100,9.99999993922529e-09,6261,,,,1.5677506923675537,0.5136139988899231,2.081364870071411,,,
101,,6323,,,,,,,1.7460978031158447,0.44247883558273315,2.1885757446289062
101,9.99999993922529e-09,6323,,,,1.5494567155838013,0.5229410529136658,2.072397470474243,,,
102,,6385,,,,,,,1.7098512649536133,0.4339354932308197,2.1437876224517822
102,,6386,1.4369550943374634,0.5124591588973999,1.9494143724441528,,,,,,
